iata,name,city,country,lat,lon
SRY,Sari Dasht-e Naz International Airport,Sari,IR,36.644408,53.188761
SRZ,El Trompillo Airport,Santa Cruz,BO,-17.8115997314,-63.1715011597
SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,BR,-12.908611,-38.322498
SSG,Malabo International Airport,Malabo,GQ,3.75527,8.70872
SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,EG,27.977272,34.394717
SSJ,"Sandnessjøen Airport, Stokka",Alstahaug,NO,65.956802,12.4689
SSR,Sara Airport,Pentecost Island,VU,-15.4708003998,168.151992798
SST,Santa Teresita Airport,Santa Teresita,AR,-36.5423,-56.7218
SSW,Stuart Island Airpark,Friday Harbor,US,48.673379,-123.175439
SSY,Mbanza Congo Airport,Mbanza Congo,AO,-6.269899845123291,14.246999740600586
STC,Saint Cloud Regional Airport,Saint Cloud,US,45.5466,-94.059898
STD,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE,7.56538,-72.035103
STG,St George Airport,St George,US,56.577345,-169.663823
STI,Cibao International Airport,Santiago,DO,19.40406,-70.604431
STL,St. Louis Lambert International Airport,St Louis,US,38.748697,-90.370003
STM,Santarém - Maestro Wilson Fonseca International Airport,Santarém,BR,-2.422423,-54.79306
STN,London Stansted Airport,"London, Essex",GB,51.884998,0.235
STR,Stuttgart Airport,Stuttgart,DE,48.689899,9.22196
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,38.50899887,-122.8130035
STT,Cyril E. King Airport,Charlotte Amalie,VI,18.337091,-64.977251
STV,Surat International Airport,Surat,IN,21.115531,72.743251
STW,Stavropol Shpakovskoye Airport,Stavropol,RU,45.10919952392578,42.11280059814453
STX,Henry E. Rohlsen Airport,Christiansted,VI,17.701413,-64.802608
SUB,Juanda International Airport,Surabaya,ID,-7.37983,112.787003
SUF,Lamezia Terme Sant'Eufemia International Airport,Lamezia Terme (CZ),IT,38.906214,16.246007
SUG,Surigao Airport,Surigao City,PH,9.755838325629998,125.480947495
SUI,Vladislav Ardzinba Sukhum International Airport,Sukhumi,GE,42.8582,41.128101
SUJ,Satu Mare International Airport,Satu Mare,RO,47.7033,22.8857
SUK,Sakkyryr Airport,Batagay-Alyta,RU,67.792,130.394
SUN,Friedman Memorial Airport,Hailey,US,43.50439835,-114.2959976
SUR,Summer Beaver Airport,Summer Beaver,CA,52.70859909057617,-88.54190063476562
SUV,Nausori International Airport,Nausori,FJ,-18.044226,178.561486
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US,42.397605,-96.382237
SUY,Suntar Airport,Suntar,RU,62.185001373291,117.63500213623
SVA,Savoonga Airport,Savoonga,US,63.686401,-170.492996
SVB,Sambava Airport,Sambava,MG,-14.2786,50.174702
SVC,Grant County Airport,Silver City,US,32.636701,-108.154736
SVD,Argyle International Airport,Kingstown,VC,13.159725,-61.148801
SVG,"Stavanger Airport, Sola",Stavanger,NO,58.876701,5.63778
SVI,Eduardo Falla Solano Airport,San Vicente Del Caguán,CO,2.15217,-74.7663
SVJ,"Svolvær Airport, Helle",Svolvær,NO,68.243301,14.6692
SVL,Savonlinna Airport,Savonlinna,FI,61.9431,28.945101
SVO,Sheremetyevo International Airport,Moscow,RU,55.976858,37.41121
SVQ,Seville Airport,Seville,ES,37.417999,-5.89311
SVS,Stevens Village Airport,Stevens Village,US,66.016727,-149.056835
SVU,Savusavu Airport,Savusavu,FJ,-16.803394,179.340587
SVX,Koltsovo Airport,Yekaterinburg,RU,56.743099212646,60.802700042725
SVZ,Juan Vicente Gómez International Airport,San Antonio del Tachira,VE,7.840809,-72.439878
SWA,Jieyang Chaoshan International Airport,Jieyang (Rongcheng),CN,23.552,116.5033
SWF,New York Stewart International Airport,Newburgh,US,41.501731,-74.100435
SWL,San Vicente Airport,San Vicente,PH,10.524298,119.272899
SWO,Stillwater Regional Airport,Stillwater,US,36.162132,-97.085581
SWQ,Sultan Muhammad Kaharuddin III Airport,Sumbawa Besar,ID,-8.48904,117.412003
SWX,Shakawe Airport,Shakawe,BW,-18.373899459838867,21.832599639892575
SXB,Strasbourg Airport,Strasbourg,FR,48.5383,7.62823
SXK,Mathilda Batlayeri Airport,Saumlaki-Yamdena Island,ID,-7.848354,131.337068
SXM,Princess Juliana International Airport,Sint Maarten,SX,18.041,-63.108898
SXP,Nunam Iqua Airport,Nunam Iqua,US,62.520599,-164.848006
SXR,Sheikh ul Alam International Airport,Srinagar,IN,33.987099,74.7742
SYD,Sydney Kingsford Smith International Airport,Sydney (Mascot),AU,-33.946098,151.177002
SYM,Pu'er Simao Airport,Pu'er,CN,22.793301,100.959
SYO,Shonai Airport,Shonai,JP,38.812199,139.787003
SYQ,Tobías Bolaños International Airport,San Jose,CR,9.95705,-84.139801
SYR,Syracuse Hancock International Airport,Syracuse,US,43.11119842529297,-76.1063003540039
SYS,Saskylakh Airport,Saskylakh,RU,71.927902,114.080002
SYU,Warraber Island Airport,Sue Islet,AU,-10.20829963684082,142.8249969482422
SYX,Sanya Phoenix International Airport,Sanya (Tianya),CN,18.3029,109.412003
SYY,Stornoway Airport,"Stornoway, Western Isles",GB,58.215599,-6.33111
SYZ,Shiraz Shahid Dastghaib International Airport,Shiraz,IR,29.5392,52.589802
SZA,Soyo Airport,Soyo,AO,-6.141089916229248,12.371800422668455
SZB,Sultan Abdul Aziz Shah International Airport,Subang,MY,3.13058,101.549004
SZE,Semera Airport,Semera,ET,11.7875,40.9915
SZF,Samsun-Çarşamba Airport,Samsun,TR,41.253988,36.567546
SZG,Salzburg Airport,Salzburg,AT,47.793301,13.0043
SZI,Zaysan Airport,Zaysan,KZ,47.487491,84.887675
SZK,Skukuza Airport,Skukuza,ZA,-24.96085,31.588587
SZX,Shenzhen Bao'an International Airport,Shenzhen,CN,22.639474,113.803262
SZY,Olsztyn-Mazury Airport,Szymany,PL,53.481899,20.9377
SZZ,Solidarity Szczecin–Goleniów Airport,Szczecin(Glewice),PL,53.584702,14.9022
TAB,A.N.R. Robinson International Airport,Scarborough,TT,11.149571,-60.831298
TAC,Daniel Z. Romualdez Airport,Tacloban City,PH,11.227761,125.027783
TAE,Daegu International Airport,Daegu,KR,35.894394,128.656989
TAG,Bohol-Panglao International Airport,Panglao,PH,9.573045,123.770143
TAH,Whitegrass Airport,Tanna Island,VU,-19.455099,169.223999
TAI,Taiz International Airport,Taiz,YE,13.686,44.139099
TAK,Takamatsu Airport,Takamatsu,JP,34.214963,134.015454
TAL,Ralph M Calhoun Memorial Airport,Tanana,US,65.1744,-152.108994
TAM,General Francisco Javier Mina International Airport,Tampico,MX,22.2964000702,-97.8658981323
TAO,Qingdao Jiaodong International Airport,Qingdao (Jiaozhou),CN,36.361953,120.088171
TAP,Tapachula International Airport,Tapachula,MX,14.794549,-92.369871
TAS,Tashkent International Airport,Tashkent,UZ,41.2579,69.281197
TAT,Poprad-Tatry Airport,Poprad,SK,49.070994,20.241394
TAY,Tartu Airport,Tartu,EE,58.307438,26.686473
TAZ,Daşoguz Airport,Daşoguz,TM,41.759853,59.836149
TBB,Dong Tac Airport,Tuy Hoa,VN,13.0496,109.334
TBG,Tabubil Airport,Tabubil,PG,-5.280471,141.227576
TBH,Tugdan Airport,Tablas Island,PH,12.3109998703,122.084999084
TBI,New Bight Airport,Cat Island,BS,24.3153,-75.452301
TBJ,Tabarka-Aïn Draham International Airport,Tabarka,TN,36.98,8.87694
TBM,Tumbang Samba Airport,Tumbang Samba-Borneo Island,ID,-1.469024,113.080984
TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US,37.7416,-92.140701
TBO,Tabora Airport,Tabora,TZ,-5.07639,32.833302
TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE,-3.552074,-80.381086
TBS,Tbilisi International Airport,Tbilisi,GE,41.669201,44.9547
TBT,Tabatinga International Airport,Tabatinga,BR,-4.25567,-69.935799
TBU,Fua'amotu International Airport,Nuku'alofa,TO,-21.241438,-175.149164
TBZ,Tabriz International Airport,Tabriz,IR,38.1339,46.235001
TCA,Tennant Creek Airport,Tennant Creek,AU,-19.6343994140625,134.18299865722656
TCB,Treasure Cay Airport,Treasure Cay,BS,26.745300293,-77.3912963867
TCD,Tarapacá Airport,Tarapacá,CO,-2.895802,-69.749762
TCG,Tacheng Qianquan Airport,Tacheng,CN,46.672501,83.340797
TCO,La Florida Airport,Tumaco,CO,1.81442,-78.7492
TCP,Taba International Airport,Taba,EG,29.594496,34.775752
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE,-18.0533008575,-70.2758026123
TCR,Tuticorin Airport,Vagaikulam,IN,8.724241,78.025803
TCT,Takotna Airport,Takotna,US,62.993206,-156.029026
TCZ,Tengchong Tuofeng Airport,Baoshan (Tengchong),CN,24.938056,98.485833
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO,-14.8187,-64.917999
TDK,Taldykorgan Airport,Taldykorgan,KZ,45.12255,78.442758
TDS,Sasereme Airport,Sasereme,PG,-7.6217,142.868
TDX,Trat Airport,Laem Ngop,TH,12.2746,102.319
TEB,Teterboro Airport,Teterboro,US,40.850101,-74.060799
TEE,Cheikh Larbi Tébessi Airport,Tébessi,DZ,35.4315986633,8.12071990967
TEK,Tatitlek Airport,Tatitlek,US,60.871449,-146.690297
TEN,Tongren Fenghuang Airport,Tongren (Daxing),CN,27.883333,109.308889
TEQ,Tekirdağ Çorlu Airport,Çorlu,TR,41.138199,27.9191
TER,Lajes Airport,Praia da Vitória,PT,38.761799,-27.090799
TET,Chingozi Airport,Tete,MZ,-16.104799270629883,33.640201568603516
TEX,Telluride Regional Airport,Telluride,US,37.9538,-107.907997
TEZ,Tezpur Airport,,IN,26.7091007232666,92.78469848632812
TFF,Tefé Airport,Tefé,BR,-3.38294,-64.724098
TFI,Tufi Airport,Tufi,PG,-9.07595443726,149.319839478
TFN,Tenerife Norte-Ciudad de La Laguna Airport,Tenerife,ES,28.482752,-16.341707
TFS,Tenerife Sur Airport,Tenerife,ES,28.0445,-16.5725
TFU,Chengdu Tianfu International Airport,Chengdu (Jianyang),CN,30.31252,104.441284
TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME,42.359402,19.2519
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY,5.3826398849487305,103.10299682617188
TGH,Tongoa Airport,Tongoa Island,VU,-16.8910999298,168.550994873
TGJ,Tiga Airport,Tiga,NC,-21.096407,167.80379
TGK,Taganrog Yuzhny Airport,Taganrog,RU,47.1983333,38.8491667
TGM,Târgu Mureş Transilvania International Airport,Recea,RO,46.467701,24.4125
TGO,Tongliao Airport,Tongliao,CN,43.556702,122.199997
TGQ,Tangará da Serra Airport,Tangará da Serra,BR,-14.662,-57.443744
TGR,Touggourt Sidi Madhi Airport,Touggourt,DZ,33.067799,6.08867
TGT,Tanga Airport,Tanga,TZ,-5.09236,39.071201
TGU,Toncontín Airport,Tegucigalpa,HN,14.0609,-87.217201
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX,16.561611,-93.025731
THD,Tho Xuan Airport,Thanh Hóa,VN,19.901667,105.467778
THE,Senador Petrônio Portela Airport,Teresina,BR,-5.06025,-42.823712
THG,Thangool Airport,Biloela,AU,-24.494863,150.577967
THL,Tachileik Airport,Tachileik,MM,20.483800888061523,99.9354019165039
THN,Trollhättan-Vänersborg Airport,Trollhättan,SE,58.31809997558594,12.345000267028809
THO,Þórshöfn Airport,Þórshöfn,IS,66.218498,-15.3356
THQ,Tianshui Maijishan Airport,Tianshui (Maiji),CN,34.5601,105.860343
THR,Mehrabad International Airport,Tehran,IR,35.68920135498047,51.31340026855469
THS,Sukhothai Airport,,TH,17.238000869750977,99.81819915771484
THU,Pituffik Space Base,Pituffik,GL,76.53063,-68.700541
THX,Turukhansk Airport,Turukhansk,RU,65.797203,87.935303
TIA,Tirana International Airport Mother Teresa,Rinas,AL,41.4147,19.7206
TIE,Tippi Airport,Tippi,ET,7.2024,35.415
TIF,Taif International Airport,Taif,SA,21.484739,40.544074
TIH,Tikehau Airport,Tuherahera,PF,-15.1196,-148.231003
TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX,32.541043,-116.969976
TIM,Mozes Kilangin Airport,Timika,ID,-4.52978,136.887388
TIN,Tindouf Airport,Tindouf,DZ,27.7003993988,-8.167099952700001
TIQ,Tinian International Airport,Tinian Island,MP,15.000453,145.618974
TIR,Tirupati International Airport,Tirupati,IN,13.631988,79.539869
TIU,Timaru Airport,,NZ,-44.30279922485352,171.22500610351562
TIV,Tivat Airport,Tivat,ME,42.404701,18.723301
TIW,Tacoma Narrows Airport,Tacoma,US,47.267407,-122.577295
TIZ,Tari Airport,Tari,PG,-5.845,142.947998
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO,-21.5557,-64.701302
TJG,Warukin Airport,Tanta-Tabalong,ID,-2.21656,115.435997
TJH,Konotori Tajima Airport,Toyooka,JP,35.512798,134.787003
TJK,Tokat Airport,Tokat,TR,40.32472,36.39056
TJL,Plínio Alarcom Airport,Três Lagoas,BR,-20.752643,-51.682026
TJM,Roshchino International Airport,Tyumen,RU,57.178984,65.327696
TJQ,H A S Hanandjoeddin International Airport,Tanjung Pandan,ID,-2.744109,107.754535
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,ID,2.835833,117.373611
TJU,Kulob Airport,Kulyab,TJ,37.98809814453125,69.80500030517578
TKD,Takoradi Airport,Sekondi-Takoradi,GH,4.896059989929199,-1.7747600078582764
TKF,Truckee Tahoe Airport,Truckee,US,39.318628,-120.140562
TKG,Radin Inten II International Airport,Bandar Lampung,ID,-5.246803,105.182531
TKJ,Tok Junction Airport,Tok,US,63.32949829,-142.9539948
TKK,Chuuk International Airport,Weno Island,FM,7.46187,151.843002
TKM,Taksimo Airport,Taksimo,RU,56.361668,114.93
TKN,Tokunoshima Airport,Amagi,JP,27.836382,128.881356
TKP,Takapoto Airport,,PF,-14.709500312805176,-145.24600219726562
TKQ,Kigoma Airport,Kigoma,TZ,-4.8862,29.6709
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,Tokushima,JP,34.132559,134.607816
TKU,Turku Airport,Turku,FI,60.514099,22.2628
TKV,Tatakoto Airport,Tatakoto,PF,-17.355226,-138.44734
TKX,Takaroa Airport,,PF,-14.45580005645752,-145.02499389648438
TLA,Teller Airport,Teller,US,65.240402,-166.339005
TLC,Adolfo López Mateos International Airport,Toluca,MX,19.3369,-99.56583
TLE,Toliara Airport,Toliara,MG,-23.3834,43.7285
TLH,Tallahassee International Airport,Tallahassee,US,30.400369,-84.35433
TLI,Sultan Bantilan Airport,Toli Toli-Celebes Island,ID,1.123428,120.793658
TLL,Lennart Meri Tallinn Airport,Tallinn,EE,59.413246,24.83264
TLM,Zenata – Messali El Hadj Airport,Zenata,DZ,35.012732,-1.457117
TLN,Toulon-Hyères Airport,"Hyères, Var",FR,43.097301,6.14603
TLQ,Turpan Jiaohe Airport,Turpan,CN,43.0308,89.0987
TLS,Toulouse-Blagnac Airport,Toulouse/Blagnac,FR,43.629101,1.36382
TLT,Tuluksak Airport,Tuluksak,US,61.086973,-160.922842
TLU,Golfo de Morrosquillo Airport,Santiago de Tolú,CO,9.50945,-75.5854
TLV,Ben Gurion International Airport,Tel Aviv,IL,32.011398,34.8867
TLY,Plastun Airport,Plastun,RU,44.814999,136.292007
TMC,Tambolaka Airport,Radamata,ID,-9.409224,119.242558
TME,Gustavo Vargas Airport,Tame,CO,6.45108,-71.7603
TMF,Thimarafushi Airport,Thimarafushi,MV,2.211,73.1533
TMG,Tomanggong Airport,Tomanggong,MY,5.40257,118.65763
TMH,Tanah Merah Airport,Tanah Merah,ID,-6.09669,140.303521
TMI,Tumling Tar Airport,Tumling Tar,NP,27.315001,87.193298
TMJ,Termez Airport,Termez,UZ,37.287261,67.311869
TML,Yakubu Tali International Airport,Tamale,GH,9.553909,-0.86606
TMM,Toamasina Ambalamanasy Airport,Toamasina,MG,-18.113537,49.392262
TMP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,61.414101,23.604401
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,22.810992,5.450832
TMS,São Tomé International Airport,São Tomé,ST,0.378175,6.71215
TMT,Trombetas Airport,Oriximiná,BR,-1.4896,-56.396801
TMW,Tamworth Airport,Tamworth,AU,-31.077898,150.845484
TMX,Timimoun Airport,Timimoun,DZ,29.237101,0.276033
TNA,Jinan Yaoqiang International Airport,Jinan (Licheng),CN,36.857201,117.216003
TNC,Tin City Long Range Radar Station Airport,Tin City,US,65.563103,-167.921997
TND,Alberto Delgado Airport,Trinidad,CU,21.7883,-79.9972
TNE,New Tanegashima Airport,Tanegashima,JP,30.605100631699997,130.990997314
TNG,Tangier Ibn Battuta Airport,Tangier,MA,35.731741,-5.921459
TNH,Tonghua Sanyuanpu Airport,Tonghua,CN,42.048435,125.733963
TNJ,Raja Haji Fisabilillah International Airport,Tanjung Pinang-Bintan Island,ID,0.92397,104.53341
TNK,Tununak Airport,Tununak,US,60.569638,-165.246649
TNM,Teniente Rodolfo Marsh Martin Airport,Villa Las Estrellas,AQ,-62.191026,-58.98669
TNN,Tainan International Airport / Tainan Air Base,Tainan (Rende),TW,22.950399,120.206001
TNR,Ivato International Airport,Antananarivo,MG,-18.7969,47.478802
TOB,Tobruk International Airport,Adam,LY,31.861,23.907
TOD,Tioman Airport,Tioman Island,MY,2.81818,104.160004
TOE,Tozeur Nefta International Airport,Tozeur,TN,33.939701080322266,8.110560417175293
TOF,Tomsk Kamov Airport,Tomsk,RU,56.380299,85.208298
TOG,Togiak Airport,Togiak Village,US,59.052799,-160.397003
TOL,Eugene F. Kranz Toledo Express Airport,Toledo,US,41.5868,-83.8078
TOM,Tombouktou Airport,Timbuktu,ML,16.730499,-3.00758
TOS,Tromsø Airport,Tromsø,NO,69.683296,18.9189
TOU,Touho Airport,Touho,NC,-20.790127,165.259524
TOW,Toledo - Luiz Dalcanale Filho Municipal Airport,Toledo,BR,-24.6863,-53.697498
TOY,Toyama Kitokito Airport,Toyama,JP,36.648416,137.187359
TPA,Tampa International Airport,Tampa,US,27.9755,-82.533203
TPE,Taiwan Taoyuan International Airport,Taoyuan,TW,25.0777,121.233002
TPI,Tapini Airport,Tapini,PG,-8.35666666667,146.989166667
TPJ,Taplejung Airport,Taplejung,NP,27.3509,87.69525
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,-6.508739948272705,-76.37319946289062
TPQ,Amado Nervo National Airport,Tepic,MX,21.419833,-104.842472
TPS,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,37.9114,12.488
TQO,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX,20.172098,-87.660272
TRA,Tarama Airport,Tarama,JP,24.653793,124.675453
TRC,Francisco Sarabia Tinoco International Airport,Torreón,MX,25.562265,-103.404608
TRD,"Trondheim Airport, Værnes",Trondheim,NO,63.457802,10.924
TRE,Tiree Airport,"Balemartine, Argyll and Bute",GB,56.499199,-6.86917
TRF,"Sandefjord Airport, Torp",Sandefjord(Torp),NO,59.186699,10.2586
TRG,Tauranga Airport,Tauranga,NZ,-37.67190170288086,176.1959991455078
TRI,Tri-Cities Regional TN/VA Airport,Blountville,US,36.475201,-82.407401
TRK,Juwata International Airport / Suharnoko Harbani AFB,Tarakan,ID,3.325145,117.564169
TRN,Turin Airport,Caselle Torinese (TO),IT,45.200802,7.64963
TRR,China Bay Airport,Trincomalee,LK,8.539159,81.18128
TRS,Trieste Airport,Ronchi dei Legionari/Trieste,IT,45.827499,13.4722
TRT,Toraja Airport,Toraja,ID,-3.185833,119.91775
TRU,Capitán FAP Carlos Martínez de Pinillos International Airport,Trujillo,PE,-8.082382,-79.108821
TRV,Thiruvananthapuram International Airport,Thiruvananthapuram,IN,8.481889,76.920029
TRW,Bonriki International Airport,South Tarawa,KI,1.38164,173.147003
TRZ,Tiruchirappalli International Airport,Tiruchirappalli,IN,10.762915,78.717741
TSA,Taipei Songshan International Airport,Taipei (Songshan),TW,25.067244,121.552822
TSF,Treviso Airport,Treviso (TV),IT,45.648399,12.1944
TSJ,Tsushima Airport,Tsushima,JP,34.2849006653,129.330993652
TSM,Taos Regional Airport,Taos,US,36.452494,-105.67749
TSN,Tianjin Binhai International Airport,Tianjin,CN,39.124401092499994,117.346000671
TSR,Timișoara Traian Vuia International Airport,Timişoara,RO,45.809898,21.3379
TST,Trang Airport,Trang,TH,7.50874,99.6166
TSV,Townsville Airport / RAAF Base Townsville,Townsville,AU,-19.252904,146.766512
TTA,Tan Tan Airport,Tan Tan,MA,28.44820022583008,-11.161299705505373
TTE,Sultan Babullah Airport,Ternate,ID,0.831012,127.381611
TTJ,Tottori Sand Dunes Conan Airport,Tottori,JP,35.530058,134.165023
TTN,Trenton Mercer Airport,Ewing Township,US,40.276699,-74.813499
TTS,Tsaratanana Airport,Tsaratanana,MG,-16.751064,47.619016
TTT,Taitung Airport,Taitung City,TW,22.7549991607666,121.10199737548828
TTU,Sania Ramel Airport,Tétouan,MA,35.594299,-5.32002
TUA,Lieutenant Colonel Luis A. Mantilla International Airport,Tulcán,EC,0.809506,-77.708099
TUB,Tubuai Airport,,PF,-23.365400314331055,-149.5240020751953
TUC,Teniente Benjamín Matienzo International Airport,San Miguel de Tucumán,AR,-26.8409,-65.104897
TUF,Tours Val de Loire Airport,"Tours, Indre-et-Loire",FR,47.432201,0.727606
TUG,Tuguegarao Airport,Tuguegarao City,PH,17.6433676823,121.733150482
TUI,Turaif Domestic Airport,Turaif,SA,31.692188,38.731544
TUK,Turbat International Airport,Turbat,PK,25.986400604248047,63.03020095825195
TUL,Tulsa International Airport,Tulsa,US,36.197084,-95.886225
TUN,Tunis Carthage International Airport,Tunis,TN,36.851002,10.2272
TUO,Taupo Airport,Taupo,NZ,-38.73970031738281,176.08399963378906
TUP,Tupelo Regional Airport,Tupelo,US,34.26810073852539,-88.7698974609375
TUR,Tucuruí Airport,Tucuruí,BR,-3.78601,-49.720299
TUS,Tucson International Airport,Tucson,US,32.115004,-110.938053
TUU,Prince Sultan bin Abdulaziz International Airport,Tabuk,SA,28.3711,36.624865
TVC,Cherry Capital Airport,Traverse City,US,44.741402,-85.582199
TVF,Thief River Falls Regional Airport,Thief River Falls,US,48.065701,-96.184998
TVS,Tangshan Sannühe Airport,Tangshan (Fengrun),CN,39.7178,118.002625
TVU,Matei Airport,Matei,FJ,-16.690599,-179.876999
TVY,Dawei Airport,Dawei,MM,14.103899955749512,98.20359802246094
TWA,Twin Hills Airport,Twin Hills,US,59.074713,-160.274992
TWC,Tumxuk Tangwangcheng Airport,Tumxuk,CN,39.886663,79.233408
TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,US,42.4818,-114.487999
TWT,Sanga Sanga Airport,Bongao,PH,5.048196,119.743338
TWU,Tawau Airport,Tawau,MY,4.31338,118.12152
TXE,Rembele Airport,Takengon,ID,4.72113,96.851943
TXK,Texarkana Regional Airport (Webb Field),Texarkana,US,33.453701,-93.990997
TXN,Huangshan Tunxi International Airport,Huangshan,CN,29.733299,118.255997
TYF,Torsby Airport,Torsby,SE,60.1576,12.9913
TYL,Captain Victor Montes Arias International Airport,Talara,PE,-4.57664,-81.254097
TYN,Taiyuan Wusu International Airport,Taiyuan,CN,37.746899,112.627998
TYR,Tyler Pounds Regional Airport,Tyler,US,32.35409927368164,-95.40239715576172
TYS,McGhee Tyson Airport,Knoxville/Maryville,US,35.811001,-83.994003
TZA,Sir Barry Bowen Municipal Airport,Belize City,BZ,17.517239,-88.195775
TZL,Tuzla International Airport,Dubrave Gornje,BA,44.459858,18.723627
TZN,Congo Town Airport,Andros,BS,24.158701,-77.589798
TZX,Trabzon International Airport,Trabzon,TR,40.995098,39.7897
UAH,Ua Huka Airport,Ua Huka,PF,-8.936228,-139.554062
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",Suai,TL,-9.301856,125.286302
UAK,Narsarsuaq International Airport,Narsarsuaq,GL,61.1605,-45.425999
UAP,Ua Pou Airport,Ua Pou,PF,-9.35167,-140.078003
UAQ,Domingo Faustino Sarmiento Airport,San Juan,AR,-31.571501,-68.418198
UBA,Mário de Almeida Franco Airport,Uberaba,BR,-19.765036,-47.964805
UBB,Mabuiag Island Airport,Mabuiag Island,AU,-9.950168,142.19523
UBJ,Yamaguchi Ube Airport,Ube,JP,33.93,131.279007
UBN,Ulaanbaatar Chinggis Khaan International Airport,Ulaanbaatar (Sergelen),MN,47.646916,106.819833
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,TH,15.2512998581,104.870002747
UCB,Ulanqab Jining Airport,Ulanqab,CN,41.130266,113.107274
UCT,Ukhta Airport,Ukhta,RU,63.566898,53.804699
UDI,Ten. Cel. Aviador César Bombonato Airport,Uberlândia,BR,-18.883579,-48.225936
UDJ,Uzhhorod International Airport,Uzhhorod,UA,48.6343,22.263399
UDR,Maharana Pratap Airport,Udaipur,IN,24.617700576799997,73.89610290530001
UEL,Quelimane Airport,Quelimane,MZ,-17.855499267578125,36.86909866333008
UEO,Kumejima Airport,Kumejima,JP,26.363445,126.71384
UET,Quetta International Airport,Quetta,PK,30.2514,66.937798
UFA,Ufa International Airport,Ufa,RU,54.557498931885,55.874401092529
UGA,Bulgan Airport,Bulgan,MN,48.85499954223633,103.47599792480467
UGC,Urgench International Airport,Urgench,UZ,41.58274,60.64338
UGU,Bilorai Airport,Bilogai,ID,-3.739503,137.031183
UIB,El Caraño Airport,Quibdó,CO,5.69076,-76.6412
UIH,Phu Cat Airport,Quy Nohn,VN,13.955,109.042
UII,Utila Airport,Utila Island,HN,16.1131,-86.880302
UIN,Quincy Regional Airport Baldwin Field,Quincy,US,39.942699,-91.194603
UIO,Mariscal Sucre International Airport,Quito,EC,-0.125399,-78.354306
UIT,Jaluit Airport,Jabor Jaluit Atoll,MH,5.909213,169.637256
UJE,Ujae Atoll Airport,Ujae Atoll,MH,8.92806,165.761993
UKB,Kobe Airport,Kobe,JP,34.632801,135.223999
UKE,Utkela Airport,Bhawanipatna,IN,20.097778,83.183333
UKG,Ust-Kuyga Airport,Ust-Kuyga,RU,70.011002,135.645004
UKK,Oskemen International Airport,Ust-Kamenogorsk (Oskemen),KZ,50.035033,82.496057
UKX,Ust-Kut Airport,Ust-Kut,RU,56.856701,105.730003
ULG,Ölgii Mongolei International Airport,Ölgii,MN,48.993301,89.922501
ULH,Al-Ula International Airport,Al-Ula,SA,26.483634,38.117048
ULK,Lensk Airport,Lensk,RU,60.7206001282,114.825996399
ULO,Ulaangom Airport,Ulaangom,MN,50.066588,91.938273
ULP,Quilpie Airport,,AU,-26.609176,144.253746
ULU,Gulu Airport,Gulu,UG,2.8055601119995117,32.27180099487305
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,54.268299,48.2267
ULY,Ulyanovsk Vostochny Airport,Cherdakly,RU,54.401001,48.8027
ULZ,Donoi Airport,Uliastai,MN,47.7093,96.5258
UME,Umeå Airport,Umeå,SE,63.791801,20.282801
UMS,Ust-Maya Airport,Ust-Maya,RU,60.356998443604,134.43499755859
UMU,Orlando de Carvalho Airport,Umuarama,BR,-23.7987,-53.313801
UNA,Una-Comandatuba Airport,Una,BR,-15.354358,-38.998729
UNG,Kiunga Airport,Kiunga,PG,-6.1257100105285645,141.28199768066406
UNI,Union Island International Airport,Union Island,VC,12.600135,-61.411945
UNK,Unalakleet Airport,Unalakleet,US,63.888401,-160.798996
UNN,Ranong Airport,Ranong,TH,9.77762,98.585503
UOL,Buol - Pogogul Airport,Buol-Celebes Island,ID,1.102318,121.413358
